INFO 2025-08-30 18:41:45,312 autoreload 61976 60284 Watching for file changes with StatReloader
INFO 2025-08-30 18:41:58,992 basehttp 61976 10144 "GET /chat/ HTTP/1.1" 302 0
INFO 2025-08-30 18:41:59,004 basehttp 61976 10144 "GET / HTTP/1.1" 200 1362
INFO 2025-08-30 18:41:59,050 basehttp 61976 10144 "GET /static/assets/index-B_xogRZr.js HTTP/1.1" 304 0
INFO 2025-08-30 18:41:59,055 basehttp 61976 57544 "GET /static/assets/index-Dk23as1N.css HTTP/1.1" 304 0
INFO 2025-08-30 18:42:00,465 basehttp 61976 57544 "GET / HTTP/1.1" 200 1362
INFO 2025-08-30 18:42:05,621 basehttp 61976 57544 "GET / HTTP/1.1" 200 1362
INFO 2025-08-30 18:42:06,011 basehttp 61976 57544 "GET / HTTP/1.1" 200 1362
INFO 2025-08-30 18:42:11,818 views 61976 57544 Attempting to kickoff CrewAI for user message: hello
INFO 2025-08-30 18:42:13,143 views 61976 57544 CrewAI kickoff successful. Response: Hello! How can I help you today?...
INFO 2025-08-30 18:42:13,144 basehttp 61976 57544 "POST /api/chat/ HTTP/1.1" 200 615
WARNING 2025-08-30 18:43:23,460 log 61976 57544 Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-08-30 18:43:23,461 basehttp 61976 57544 "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 3508
INFO 2025-08-30 18:45:02,413 basehttp 61976 57544 "GET /chat/ HTTP/1.1" 302 0
INFO 2025-08-30 18:45:02,423 basehttp 61976 57544 "GET / HTTP/1.1" 200 1362
INFO 2025-08-30 18:45:02,467 basehttp 61976 57544 "GET /static/assets/index-B_xogRZr.js HTTP/1.1" 304 0
INFO 2025-08-30 18:45:02,472 basehttp 61976 10144 "GET /static/assets/index-Dk23as1N.css HTTP/1.1" 304 0
INFO 2025-08-30 18:45:07,416 views 61976 10144 Attempting to kickoff CrewAI for user message: hi
INFO 2025-08-30 18:45:08,684 views 61976 10144 CrewAI kickoff successful. Response: Hello! How can I help you today?...
INFO 2025-08-30 18:45:08,685 basehttp 61976 10144 "POST /api/chat/ HTTP/1.1" 200 606
WARNING 2025-08-30 18:45:11,126 log 61976 10144 Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-08-30 18:45:11,127 basehttp 61976 10144 "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 3508
INFO 2025-08-30 18:48:39,345 autoreload 54976 60288 Watching for file changes with StatReloader
INFO 2025-08-30 18:48:50,431 basehttp 54976 60808 "GET /chat HTTP/1.1" 301 0
INFO 2025-08-30 18:48:50,441 basehttp 54976 56528 "GET /chat/ HTTP/1.1" 302 0
INFO 2025-08-30 18:48:50,452 basehttp 54976 56528 "GET / HTTP/1.1" 200 1362
INFO 2025-08-30 18:48:50,584 basehttp 54976 25292 "GET /static/assets/index-Dk23as1N.css HTTP/1.1" 200 65232
INFO 2025-08-30 18:48:50,585 basehttp 54976 56528 "GET /static/assets/index-D4vO44n3.js HTTP/1.1" 200 398301
INFO 2025-08-30 18:48:53,732 views 54976 56528 Attempting to kickoff CrewAI for user message: hello
INFO 2025-08-30 18:48:56,587 views 54976 56528 CrewAI kickoff successful. Response: Hello! How can I help you today?...
INFO 2025-08-30 18:48:56,588 basehttp 54976 56528 "POST /api/chat/ HTTP/1.1" 200 616
INFO 2025-08-30 18:49:09,681 views 54976 56528 Attempting to kickoff CrewAI for user message: what can you do for me?
INFO 2025-08-30 18:49:12,278 views 54976 56528 CrewAI kickoff successful. Response: I can help you with a variety of tasks, including answering questions, providing information, genera...
INFO 2025-08-30 18:49:12,279 basehttp 54976 56528 "POST /api/chat/ HTTP/1.1" 200 954
INFO 2025-08-30 18:49:31,920 views 54976 56528 Attempting to kickoff CrewAI for user message: hi are u gemini flash?
INFO 2025-08-30 18:49:41,387 views 54976 56528 CrewAI kickoff successful. Response: Hello! I am an AI assistant for customer support. My goal is to provide helpful and concise answers ...
INFO 2025-08-30 18:49:41,388 basehttp 54976 56528 "POST /api/chat/ HTTP/1.1" 200 902
INFO 2025-08-30 18:58:48,966 autoreload 58108 57312 Watching for file changes with StatReloader
INFO 2025-08-30 18:58:58,819 basehttp 58108 49808 "GET /chat/ HTTP/1.1" 302 0
INFO 2025-08-30 18:58:58,830 basehttp 58108 49808 "GET / HTTP/1.1" 200 1362
INFO 2025-08-30 18:58:58,959 basehttp 58108 56964 "GET /static/assets/index-zkJNRQHi.css HTTP/1.1" 200 65290
INFO 2025-08-30 18:58:58,970 basehttp 58108 49808 "GET /static/assets/index-B4XIfnko.js HTTP/1.1" 200 1374665
INFO 2025-08-30 18:59:01,660 basehttp 58108 56964 "GET / HTTP/1.1" 200 1362
INFO 2025-08-30 18:59:01,686 basehttp 58108 56964 "GET /static/assets/index-B4XIfnko.js HTTP/1.1" 304 0
INFO 2025-08-30 18:59:01,687 basehttp 58108 49808 "GET /static/assets/index-zkJNRQHi.css HTTP/1.1" 304 0
INFO 2025-08-30 18:59:06,145 basehttp 58108 56964 "GET /static/assets/index-zkJNRQHi.css HTTP/1.1" 304 0
WARNING 2025-08-30 18:59:06,168 log 58108 56964 Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-08-30 18:59:06,169 basehttp 58108 56964 "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 3508
INFO 2025-08-30 19:01:30,971 autoreload 40012 9196 Watching for file changes with StatReloader
INFO 2025-08-30 19:01:41,552 basehttp 40012 57076 "GET / HTTP/1.1" 200 1362
INFO 2025-08-30 19:01:41,694 basehttp 40012 55556 "GET /static/assets/index-zkJNRQHi.css HTTP/1.1" 200 65290
INFO 2025-08-30 19:01:41,711 basehttp 40012 57076 "GET /static/assets/index-DzdFZJ7a.js HTTP/1.1" 200 1416301
INFO 2025-08-30 19:01:45,975 basehttp 40012 57076 "GET /chat HTTP/1.1" 301 0
INFO 2025-08-30 19:01:45,984 basehttp 40012 55556 "GET /chat/ HTTP/1.1" 302 0
INFO 2025-08-30 19:01:45,994 basehttp 40012 55556 "GET / HTTP/1.1" 200 1362
INFO 2025-08-30 19:01:46,026 basehttp 40012 55556 "GET /static/assets/index-DzdFZJ7a.js HTTP/1.1" 304 0
INFO 2025-08-30 19:01:46,027 basehttp 40012 36732 "GET /static/assets/index-zkJNRQHi.css HTTP/1.1" 304 0
INFO 2025-08-30 19:01:48,916 basehttp 40012 55556 "GET /static/assets/index-zkJNRQHi.css HTTP/1.1" 304 0
WARNING 2025-08-30 19:01:48,942 log 40012 55556 Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-08-30 19:01:48,943 basehttp 40012 55556 "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 3508
INFO 2025-08-30 19:03:09,979 autoreload 56452 51688 Watching for file changes with StatReloader
INFO 2025-08-30 19:03:30,026 basehttp 56452 58032 "GET /chat HTTP/1.1" 301 0
INFO 2025-08-30 19:03:30,034 basehttp 56452 47548 "GET /chat/ HTTP/1.1" 302 0
INFO 2025-08-30 19:03:30,044 basehttp 56452 47548 "GET / HTTP/1.1" 200 1362
INFO 2025-08-30 19:03:30,184 basehttp 56452 47548 "GET /static/assets/index-Bq__Z8_r.js HTTP/1.1" 200 1416306
INFO 2025-08-30 19:03:30,186 basehttp 56452 43816 "GET /static/assets/index-zkJNRQHi.css HTTP/1.1" 200 65290
INFO 2025-08-30 19:03:33,409 basehttp 56452 43816 "GET /static/assets/index-zkJNRQHi.css HTTP/1.1" 304 0
WARNING 2025-08-30 19:03:33,431 log 56452 43816 Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-08-30 19:03:33,432 basehttp 56452 43816 "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 3508
INFO 2025-08-30 19:04:35,237 autoreload 62572 40936 Watching for file changes with StatReloader
INFO 2025-08-30 19:04:44,118 basehttp 62572 59024 "GET /chat HTTP/1.1" 301 0
INFO 2025-08-30 19:04:44,127 basehttp 62572 30316 "GET /chat/ HTTP/1.1" 302 0
INFO 2025-08-30 19:04:44,140 basehttp 62572 30316 "GET / HTTP/1.1" 200 1362
INFO 2025-08-30 19:04:44,282 basehttp 62572 54868 "GET /static/assets/index-zkJNRQHi.css HTTP/1.1" 200 65290
INFO 2025-08-30 19:04:44,344 basehttp 62572 30316 "GET /static/assets/index-BfoHgUa5.js HTTP/1.1" 200 1416498
INFO 2025-08-30 19:04:48,385 basehttp 62572 30316 "GET /chat HTTP/1.1" 301 0
INFO 2025-08-30 19:04:48,393 basehttp 62572 54868 "GET /chat/ HTTP/1.1" 302 0
INFO 2025-08-30 19:04:48,402 basehttp 62572 54868 "GET / HTTP/1.1" 200 1362
INFO 2025-08-30 19:04:48,429 basehttp 62572 54868 "GET /static/assets/index-BfoHgUa5.js HTTP/1.1" 304 0
INFO 2025-08-30 19:04:48,433 basehttp 62572 48476 "GET /static/assets/index-zkJNRQHi.css HTTP/1.1" 304 0
INFO 2025-08-30 19:04:50,603 basehttp 62572 48476 "GET /static/assets/index-zkJNRQHi.css HTTP/1.1" 304 0
WARNING 2025-08-30 19:04:50,630 log 62572 48476 Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-08-30 19:04:50,631 basehttp 62572 48476 "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 3508
INFO 2025-08-30 19:04:53,191 basehttp 62572 48476 "GET /chat HTTP/1.1" 301 0
INFO 2025-08-30 19:04:53,201 basehttp 62572 54868 "GET /chat/ HTTP/1.1" 302 0
INFO 2025-08-30 19:04:53,211 basehttp 62572 54868 "GET / HTTP/1.1" 200 1362
WARNING 2025-08-30 19:04:53,246 log 62572 54868 Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-08-30 19:04:53,248 basehttp 62572 54868 "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 3508
INFO 2025-08-30 19:04:53,251 basehttp 62572 60572 "GET /static/assets/index-BfoHgUa5.js HTTP/1.1" 304 0
INFO 2025-08-30 19:04:53,260 basehttp 62572 60572 "GET /static/assets/index-zkJNRQHi.css HTTP/1.1" 304 0
INFO 2025-08-30 19:06:11,848 autoreload 59028 56076 Watching for file changes with StatReloader
INFO 2025-08-30 19:06:22,693 basehttp 59028 62832 "GET /chat HTTP/1.1" 301 0
INFO 2025-08-30 19:06:22,703 basehttp 59028 59548 "GET /chat/ HTTP/1.1" 302 0
INFO 2025-08-30 19:06:22,715 basehttp 59028 59548 "GET / HTTP/1.1" 200 1362
INFO 2025-08-30 19:06:22,841 basehttp 59028 63244 "GET /static/assets/index-zkJNRQHi.css HTTP/1.1" 200 65290
INFO 2025-08-30 19:06:22,863 basehttp 59028 59548 "GET /static/assets/index-D7Qukq3o.js HTTP/1.1" 200 1416523
INFO 2025-08-30 19:06:24,225 basehttp 59028 59548 "GET / HTTP/1.1" 200 1362
INFO 2025-08-30 19:06:26,895 basehttp 59028 59548 "GET /static/assets/index-zkJNRQHi.css HTTP/1.1" 304 0
WARNING 2025-08-30 19:06:26,918 log 59028 59548 Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-08-30 19:06:26,919 basehttp 59028 59548 "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 3508
INFO 2025-08-30 19:08:03,207 autoreload 59512 35212 Watching for file changes with StatReloader
INFO 2025-08-30 19:08:12,307 basehttp 59512 56076 "GET /chat HTTP/1.1" 301 0
INFO 2025-08-30 19:08:12,318 basehttp 59512 61540 "GET /chat/ HTTP/1.1" 302 0
